3158,1973,Graduation,Married,,"$32,300.00 ",1 kid(s),0,1/3/2013,SP,0,0
5114,1965,Master,Married,,"$74,806.00 ",0 kid(s),1,12/19/2012,AUS,0,0
340,1970,Graduation,Divorced,,"$72,967.00 ",0 kid(s),1,12/15/2012,GER,0,1
8805,1960,Graduation,Single,,"$48,904.00 ",0 kid(s),1,12/2/2012,US,0,0
1241,1984,Bachelor degree,Married,,"$14,796.00 ",1 kid(s),0,9/17/2012,GER,0,1
1402,1954,Master,Married,,"$66,991.00 ",0 kid(s),0,9/11/2012,GER,0,0
7264,1978,Bachelor degree,Single,,"$52,195.00 ",2 kid(s),1,5/12/2014,SA,0,0
1619,1956,Graduation,Married,,"$90,369.00 ",0 kid(s),0,4/28/2014,SP,0,1
6398,1974,Undergraduate,Married,,"$18,393.00 ",1 kid(s),0,3/29/2014,SP,0,0
1857,1952,Graduation,Single,,"$47,139.00 ",1 kid(s),1,3/6/2014,SP,0,1
4877,1973,Master,Married,,"$38,576.00 ",0 kid(s),1,3/4/2014,IND,0,0
3066,1975,PhD,Together,,"$61,905.00 ",0 kid(s),1,2/4/2014,SA,0,0
10286,1962,Graduation,Married,,"$83,715.00 ",0 kid(s),0,2/3/2014,SA,0,0
1992,1964,Graduation,Married,,"$60,597.00 ",0 kid(s),1,1/1/2014,SP,0,1
4246,1982,Master,Single,,"$6,560.00 ",0 kid(s),0,12/12/2013,SP,0,0
10623,1961,Master,Together,,"$48,330.00 ",0 kid(s),1,11/15/2013,SP,0,0
4867,1968,PhD,Single,,"$38,236.00 ",1 kid(s),1,9/20/2013,SP,0,0
3112,1977,Master,Married,,"$22,701.00 ",1 kid(s),0,9/5/2013,SP,0,0
4865,1974,Master,Divorced,,"$53,367.00 ",1 kid(s),1,8/31/2013,AUS,0,1
6287,1986,Graduation,Together,,"$34,728.00 ",1 kid(s),0,7/30/2013,SP,0,1
4405,1956,Master,Married,,"$63,915.00 ",0 kid(s),2,7/30/2013,AUS,0,0
5332,1960,Bachelor degree,Married,,"$82,504.00 ",0 kid(s),0,7/27/2013,IND,0,0
1519,1972,PhD,Single,,"$38,578.00 ",1 kid(s),1,6/22/2013,SP,0,1
9080,1972,PhD,Single,,"$38,578.00 ",1 kid(s),1,6/22/2013,SP,0,0
1772,1975,PhD,Married,,"$79,174.00 ",0 kid(s),0,1/11/2013,CA,0,1
5341,1962,Bachelor degree,Divorced,,"$81,975.00 ",0 kid(s),1,1/5/2013,SA,0,0
5510,1977,Master,Married,,"$43,263.00 ",0 kid(s),1,11/21/2012,SP,0,0
3887,1970,Graduation,Single,,"$27,242.00 ",1 kid(s),0,11/11/2012,IND,0,1
7022,1971,Graduation,Married,,"$76,445.00 ",1 kid(s),0,9/28/2012,SA,0,0
9999,1965,Graduation,Together,,"$75,276.00 ",0 kid(s),0,9/27/2012,SP,0,0
10352,1963,Graduation,Widow,,"$34,213.00 ",1 kid(s),1,9/7/2012,SA,0,1
7919,1976,PhD,Together,,"$72,335.00 ",0 kid(s),0,8/13/2012,SP,0,1
4114,1964,Master,Married,,"$79,143.00 ",0 kid(s),0,8/11/2012,AUS,0,0
7990,1947,Graduation,Married,,"$27,469.00 ",0 kid(s),0,8/2/2012,CA,0,0
9888,1969,Graduation,Together,,"$68,695.00 ",0 kid(s),0,6/25/2014,SP,0,0
4399,1969,Graduation,Together,,"$68,695.00 ",0 kid(s),0,6/25/2014,CA,0,0
4452,1957,Graduation,Single,,"$50,388.00 ",0 kid(s),1,5/28/2014,GER,0,1
4785,1970,PhD,Together,,"$77,622.00 ",0 kid(s),2,4/14/2014,SA,0,0
8461,1962,Graduation,Divorced,,"$46,102.00 ",2 kid(s),1,3/10/2014,SP,0,0
3878,1980,Bachelor degree,Single,,"$31,859.00 ",1 kid(s),0,2/27/2014,SP,0,0
9612,1987,Bachelor degree,Single,,"$23,830.00 ",0 kid(s),0,2/7/2014,SP,0,0
4098,1973,Graduation,Married,,"$24,639.00 ",1 kid(s),1,1/28/2014,AUS,0,0
158,1945,PhD,Together,,"$71,604.00 ",0 kid(s),0,11/17/2013,SP,0,1
3896,1984,Graduation,Married,,"$27,255.00 ",1 kid(s),0,11/7/2013,SP,0,0
9970,1977,Graduation,Together,,"$55,375.00 ",0 kid(s),1,10/17/2013,CA,0,0
4002,1960,PhD,Married,,"$77,037.00 ",0 kid(s),1,10/13/2013,SP,0,0
10914,1970,Graduation,Single,,"$24,163.00 ",1 kid(s),1,10/12/2013,SP,0,0
7279,1969,PhD,Together,,"$69,476.00 ",0 kid(s),0,9/30/2013,US,0,0
10582,1979,Graduation,Married,,"$72,063.00 ",0 kid(s),1,7/3/2013,GER,0,0
4470,1962,Master,Married,,"$58,646.00 ",0 kid(s),1,6/10/2013,SP,0,0
6183,1962,Master,Married,,"$58,646.00 ",0 kid(s),1,6/10/2013,GER,0,0
6379,1949,Master,Widow,,"$47,570.00 ",1 kid(s),1,5/29/2013,US,0,1
8601,1980,Graduation,Married,,"$80,011.00 ",0 kid(s),1,4/29/2013,AUS,0,0
4827,1956,PhD,Single,,"$54,998.00 ",0 kid(s),1,3/10/2013,SP,0,1
6715,1948,PhD,Single,,"$60,200.00 ",0 kid(s),1,1/2/2013,SP,0,0
10676,1982,Graduation,Married,,"$63,211.00 ",0 kid(s),0,11/2/2012,SP,0,1
1041,1973,PhD,Single,,"$48,432.00 ",0 kid(s),1,10/18/2012,SA,0,1
492,1973,PhD,YOLO,,"$48,432.00 ",0 kid(s),1,10/18/2012,CA,0,0
11133,1973,PhD,YOLO,,"$48,432.00 ",0 kid(s),1,10/18/2012,IND,0,1
4491,1949,Master,Married,,"$62,845.00 ",1 kid(s),1,10/1/2012,SP,0,0
873,1949,Master,Married,,"$62,845.00 ",1 kid(s),1,10/1/2012,SP,0,1
1631,1965,PhD,Together,,"$65,220.00 ",0 kid(s),0,9/3/2012,GER,0,1
8278,1990,PhD,Married,,"$74,214.00 ",0 kid(s),0,8/26/2012,SP,0,0
6815,1980,Bachelor degree,Married,,"$96,547.00 ",0 kid(s),0,5/23/2014,SP,0,1
254,1955,Graduation,Together,,"$53,863.00 ",0 kid(s),1,5/17/2014,SP,0,0
1349,1970,Graduation,Married,,"$50,447.00 ",2 kid(s),0,4/21/2014,IND,0,0
2534,1953,Graduation,Married,,"$37,716.00 ",0 kid(s),1,4/21/2014,AUS,0,0
2130,1982,Graduation,Together,,"$45,203.00 ",2 kid(s),0,3/23/2014,SA,0,1
2296,1975,Master,Married,,"$37,368.00 ",1 kid(s),0,12/16/2013,SP,0,0
3799,1955,Graduation,Married,,"$67,225.00 ",0 kid(s),1,11/26/2013,US,0,0
11084,1976,Master,Together,,"$65,104.00 ",0 kid(s),1,11/14/2013,CA,0,1
5172,1976,Master,Together,,"$65,104.00 ",0 kid(s),1,11/14/2013,SP,0,0
9504,1949,Master,Married,,"$81,698.00 ",0 kid(s),0,11/6/2013,SP,0,1
850,1968,Graduation,Single,,"$70,566.00 ",0 kid(s),1,10/6/2013,SP,0,0
4477,1958,Graduation,Together,,"$69,096.00 ",0 kid(s),1,9/27/2013,GER,0,0
1945,1962,Graduation,Married,,"$71,434.00 ",0 kid(s),1,9/18/2013,SP,0,0
7685,1978,Graduation,Married,,"$33,039.00 ",1 kid(s),0,9/9/2013,SP,0,0
6310,1978,Graduation,Married,,"$33,039.00 ",1 kid(s),0,9/9/2013,CA,0,0
10832,1958,Graduation,Together,,"$46,610.00 ",0 kid(s),0,7/18/2013,SP,0,0
3025,1958,Graduation,Single,,"$49,967.00 ",0 kid(s),1,7/8/2013,CA,0,0
2404,1976,Graduation,Married,,"$53,359.00 ",1 kid(s),1,5/27/2013,US,0,0
8581,1971,Master,Married,,"$49,505.00 ",1 kid(s),1,3/5/2013,SP,0,0
8755,1946,Master,Married,,"$68,657.00 ",0 kid(s),0,2/20/2013,AUS,0,0
10177,1954,Graduation,Divorced,,"$72,071.00 ",0 kid(s),1,2/14/2013,SP,0,0
2429,1954,Graduation,Divorced,,"$72,071.00 ",0 kid(s),1,2/14/2013,CA,0,0
8920,1967,Master,Single,,"$59,235.00 ",1 kid(s),0,1/12/2013,IND,0,0
8430,1957,Graduation,Together,,"$21,994.00 ",0 kid(s),1,12/24/2012,AUS,0,0
8619,1957,Graduation,Together,,"$21,994.00 ",0 kid(s),1,12/24/2012,SP,0,0
8996,1957,PhD,Married,,,2 kid(s),1,11/19/2012,GER,0,0
7233,1972,Graduation,Married,,"$69,209.00 ",0 kid(s),0,9/17/2012,CA,0,0
6678,1989,Graduation,Together,,"$31,928.00 ",1 kid(s),0,3/28/2014,IND,0,0
830,1987,PhD,Single,,"$74,004.00 ",0 kid(s),0,2/24/2014,IND,0,1
6365,1987,Bachelor degree,Married,,"$30,390.00 ",0 kid(s),0,9/2/2013,IND,0,0
6770,1985,Graduation,Married,,"$21,355.00 ",1 kid(s),0,8/20/2013,US,0,1
2261,1969,Graduation,Married,,"$26,304.00 ",1 kid(s),0,6/23/2013,GER,0,0
1031,1989,Bachelor degree,Married,,"$85,710.00 ",0 kid(s),0,5/5/2013,IND,0,0
10089,1974,Graduation,Divorced,,"$102,692.00 ",0 kid(s),0,4/5/2013,SA,0,1
9256,1971,Graduation,Single,,"$58,350.00 ",0 kid(s),1,1/4/2013,SP,0,0
10641,1978,Graduation,Single,,"$7,500.00 ",1 kid(s),1,12/27/2012,SP,0,0
624,1984,Master,Single,,"$18,890.00 ",0 kid(s),0,11/10/2012,SA,0,1
4211,1986,Undergraduate,Married,,"$20,425.00 ",1 kid(s),0,10/29/2012,CA,0,0
1407,1986,Undergraduate,Married,,"$20,425.00 ",1 kid(s),0,10/29/2012,GER,0,0
10356,1957,PhD,Divorced,,"$41,437.00 ",1 kid(s),1,9/22/2012,SP,0,0
9323,1949,Master,Together,,"$49,912.00 ",0 kid(s),1,9/7/2012,ME,0,1
1146,1949,Master,Together,,"$49,912.00 ",0 kid(s),1,9/7/2012,AUS,0,1
6343,1959,Graduation,Married,,"$79,823.00 ",0 kid(s),1,3/31/2014,AUS,0,0
8545,1954,Graduation,Divorced,,"$85,683.00 ",0 kid(s),0,3/21/2014,SP,0,1
8275,1965,PhD,Divorced,,"$47,025.00 ",1 kid(s),1,2/9/2014,SP,0,0
10673,1976,PhD,Married,,"$68,397.00 ",0 kid(s),1,11/17/2013,SA,0,0
8799,1984,PhD,Married,,"$38,175.00 ",1 kid(s),0,9/23/2013,SP,0,0
67,1972,Master,Single,,"$46,423.00 ",1 kid(s),1,9/18/2013,SP,0,0
9923,1972,Master,Single,,"$46,423.00 ",1 kid(s),1,9/18/2013,SP,0,0
2814,1976,Master,Together,,"$30,560.00 ",1 kid(s),0,6/27/2013,SA,0,0
2711,1976,Master,Together,,"$30,560.00 ",1 kid(s),0,6/27/2013,CA,0,0
4320,1979,Graduation,Single,,"$60,152.00 ",0 kid(s),1,3/28/2013,SP,0,0
10451,1965,Graduation,Together,,"$29,672.00 ",1 kid(s),1,3/12/2013,SA,0,0
4198,1965,Graduation,Together,,"$29,672.00 ",1 kid(s),1,3/12/2013,SP,0,0
10814,1947,Graduation,Together,,"$70,321.00 ",0 kid(s),0,1/16/2013,SP,0,1
944,1962,Graduation,Married,,"$56,181.00 ",0 kid(s),1,1/8/2013,SP,0,0
8151,1990,Undergraduate,Married,,"$24,279.00 ",0 kid(s),0,12/29/2012,SP,0,0
6184,1969,PhD,Married,,"$68,462.00 ",0 kid(s),0,12/12/2012,SP,0,0
3498,1976,PhD,Married,,"$55,424.00 ",0 kid(s),1,11/25/2012,SP,0,1
2870,1973,Graduation,Married,,"$49,094.00 ",0 kid(s),1,9/21/2012,SP,0,0
7342,1961,Bachelor degree,Widow,,"$59,184.00 ",0 kid(s),1,9/9/2012,SP,0,0
1911,1987,Graduation,Together,,"$67,430.00 ",0 kid(s),0,9/5/2012,GER,0,0
10862,1960,Master,Married,,"$30,522.00 ",0 kid(s),1,8/17/2012,SP,0,0
2546,1977,Bachelor degree,Single,,"$31,878.00 ",0 kid(s),1,6/22/2014,SP,0,0
3005,1992,Graduation,Single,,"$83,528.00 ",0 kid(s),0,5/1/2014,SP,0,1
8318,1979,Graduation,Together,,"$90,300.00 ",0 kid(s),0,1/3/2014,SP,0,0
2930,1978,Master,Single,,"$68,092.00 ",0 kid(s),0,12/16/2013,SA,0,0
8216,1972,Master,Married,,"$53,761.00 ",1 kid(s),1,10/11/2013,AUS,0,0
1212,1973,Graduation,Married,,"$52,845.00 ",1 kid(s),0,8/13/2013,SP,0,0
2541,1976,Graduation,Married,,"$24,027.00 ",1 kid(s),0,6/9/2013,SP,0,0
10659,1979,Bachelor degree,Together,,"$7,500.00 ",1 kid(s),0,5/7/2013,IND,0,0
10905,1955,Graduation,Together,,"$42,586.00 ",1 kid(s),1,10/29/2012,SP,0,1
8910,1955,Graduation,Together,,"$42,586.00 ",1 kid(s),1,10/29/2012,SP,0,1
7349,1973,Undergraduate,Together,,"$9,722.00 ",1 kid(s),0,10/2/2012,SP,0,1
7872,1975,PhD,Married,,"$86,836.00 ",0 kid(s),0,9/12/2012,SP,0,1
4290,1972,Graduation,Married,,"$30,467.00 ",1 kid(s),0,3/19/2014,CA,0,0
7408,1952,PhD,Married,,"$54,549.00 ",0 kid(s),1,3/3/2014,SA,0,0
9986,1982,Graduation,Together,,"$19,444.00 ",1 kid(s),0,2/22/2014,SA,0,1
8235,1956,Master,Together,,"$69,245.00 ",0 kid(s),1,1/24/2014,SA,0,0
10949,1963,PhD,Divorced,,"$72,968.00 ",0 kid(s),0,12/16/2013,SP,0,1
7284,1953,Graduation,Married,,"$48,686.00 ",1 kid(s),2,12/4/2013,SP,0,0
9529,1990,Graduation,Married,,"$73,687.00 ",0 kid(s),0,11/28/2013,SA,0,1
9930,1944,PhD,Single,,"$82,716.00 ",0 kid(s),0,11/5/2013,CA,0,0
10270,1981,Bachelor degree,Married,,"$35,523.00 ",1 kid(s),0,10/3/2013,GER,0,0
760,1975,PhD,Divorced,,"$60,554.00 ",1 kid(s),0,8/9/2013,SA,0,0
5519,1956,Graduation,Together,,"$64,090.00 ",0 kid(s),1,8/7/2013,SA,0,1
232,1965,Graduation,Single,,"$61,559.00 ",0 kid(s),1,7/17/2013,SP,0,0
3009,1962,PhD,Widow,,"$71,670.00 ",0 kid(s),0,7/9/2013,SP,0,1
6518,1951,PhD,Widow,,"$67,680.00 ",0 kid(s),1,6/11/2013,AUS,0,0
10669,1981,Graduation,Married,,"$54,386.00 ",0 kid(s),1,5/17/2013,SP,0,0
5682,1953,PhD,Single,,"$64,108.00 ",0 kid(s),1,3/23/2013,AUS,0,0
1570,1951,PhD,Together,,"$69,702.00 ",0 kid(s),1,2/19/2013,SP,0,0
1497,1952,Graduation,Single,,"$47,958.00 ",0 kid(s),1,1/19/2013,SA,0,0
9723,1960,Graduation,Married,,"$67,716.00 ",0 kid(s),1,1/10/2013,CA,0,0
7261,1971,Graduation,Together,,"$34,600.00 ",1 kid(s),1,1/1/2013,SP,0,1
2452,1971,Graduation,Together,,"$34,600.00 ",1 kid(s),1,1/1/2013,SP,0,1
5621,1969,Graduation,Married,,"$48,752.00 ",1 kid(s),1,12/12/2012,SP,0,1
10995,1988,Bachelor degree,Married,,"$15,716.00 ",1 kid(s),0,11/12/2012,SA,1,0
7373,1952,PhD,Divorced,,"$46,610.00 ",0 kid(s),2,10/29/2012,AUS,0,1
5331,1977,Graduation,Married,,"$74,985.00 ",0 kid(s),0,9/11/2012,GER,0,0
263,1945,PhD,Single,,"$45,576.00 ",0 kid(s),0,5/28/2014,SP,0,1
4619,1945,PhD,Single,,"$113,734.00 ",0 kid(s),0,5/28/2014,SP,0,0
940,1987,Graduation,Single,,"$57,100.00 ",1 kid(s),0,5/18/2014,SA,0,0
10084,1972,Graduation,Married,,"$24,434.00 ",2 kid(s),0,5/18/2014,IND,0,0
6019,1971,PhD,Married,,"$37,126.00 ",1 kid(s),0,3/30/2014,SP,0,1
1463,1958,Graduation,Single,,"$45,160.00 ",1 kid(s),1,3/29/2014,AUS,0,0
6424,1977,Graduation,Together,,"$33,178.00 ",1 kid(s),0,1/30/2014,SP,0,0
8233,1950,Master,Widow,,"$64,866.00 ",0 kid(s),1,1/26/2014,CA,0,0
1515,1975,Master,Together,,"$34,176.00 ",0 kid(s),1,1/22/2014,CA,0,0
10855,1968,Master,Single,,"$50,014.00 ",1 kid(s),0,1/22/2014,SP,0,0
10909,1948,Graduation,Married,,"$92,344.00 ",0 kid(s),0,1/15/2014,AUS,0,0
3376,1970,Master,Divorced,,"$55,282.00 ",1 kid(s),0,12/13/2013,SP,0,0
10232,1963,PhD,Divorced,,"$48,799.00 ",0 kid(s),1,11/5/2013,SP,0,0
5547,1982,PhD,Married,,"$84,169.00 ",0 kid(s),0,8/7/2013,SP,0,1
8362,1982,PhD,Married,,"$84,169.00 ",0 kid(s),0,8/7/2013,SA,0,1
3524,1971,Master,Single,,"$39,763.00 ",1 kid(s),0,8/4/2013,SP,0,1
10095,1975,PhD,Divorced,,"$74,165.00 ",0 kid(s),0,5/1/2013,CA,0,0
8897,1965,Graduation,Single,,"$42,720.00 ",1 kid(s),1,4/24/2013,GER,0,1
466,1944,Graduation,Married,,"$65,275.00 ",0 kid(s),0,4/3/2013,SP,0,0
11025,1961,Graduation,Married,,"$36,443.00 ",1 kid(s),1,2/3/2013,SP,0,0
2387,1952,Master,Together,,"$43,776.00 ",1 kid(s),1,2/3/2013,SA,0,1
1618,1965,Graduation,Together,,"$56,046.00 ",0 kid(s),0,1/2/2013,GER,0,1
25,1958,Graduation,Married,,"$65,148.00 ",0 kid(s),1,11/16/2012,CA,0,0
3277,1955,Graduation,Divorced,,"$49,431.00 ",0 kid(s),1,8/3/2012,SP,0,0
8566,1961,PhD,Together,,"$32,583.00 ",1 kid(s),1,6/15/2014,SP,0,0
2634,1979,Master,Single,,"$16,653.00 ",1 kid(s),0,4/18/2014,SP,0,1
8036,1971,Bachelor degree,Together,,"$26,850.00 ",1 kid(s),1,4/18/2014,SP,0,0
8159,1968,Graduation,Married,,"$51,287.00 ",1 kid(s),1,4/1/2014,SP,0,0
7628,1973,Bachelor degree,Married,,"$43,050.00 ",1 kid(s),0,3/18/2014,SP,0,0
9597,1969,Graduation,Married,,"$73,448.00 ",0 kid(s),0,2/10/2014,CA,0,0
1384,1992,Undergraduate,Married,,"$17,256.00 ",1 kid(s),0,11/23/2013,US,0,0
10150,1961,Graduation,Single,,"$86,429.00 ",0 kid(s),0,11/21/2013,SA,0,1
3885,1983,PhD,Married,,"$33,569.00 ",1 kid(s),0,10/16/2013,SP,0,1
11003,1980,Bachelor degree,Together,,"$25,130.00 ",1 kid(s),0,10/2/2013,CA,0,0
8026,1952,Graduation,Married,,"$62,998.00 ",0 kid(s),1,9/30/2013,CA,0,0
577,1976,Bachelor degree,Together,,"$26,907.00 ",1 kid(s),1,8/20/2013,SP,0,0
8702,1976,Bachelor degree,Together,,"$26,907.00 ",1 kid(s),1,8/20/2013,AUS,0,0
5429,1948,PhD,Married,,"$45,579.00 ",0 kid(s),1,8/20/2013,SP,0,0
977,1957,Graduation,Together,,"$47,320.00 ",0 kid(s),1,8/1/2013,CA,0,0
2793,1976,PhD,Divorced,,"$70,179.00 ",0 kid(s),1,7/21/2013,SA,0,0
1071,1976,PhD,Divorced,,"$70,179.00 ",0 kid(s),1,7/21/2013,US,0,0
5074,1986,Master,Married,,"$28,072.00 ",1 kid(s),0,7/8/2013,CA,0,0
2632,1954,Graduation,Married,,"$50,501.00 ",1 kid(s),1,6/18/2013,IND,0,1
6404,1969,Graduation,Together,,"$58,917.00 ",1 kid(s),2,3/24/2013,SA,0,0
10240,1949,Graduation,Together,,"$69,372.00 ",0 kid(s),0,2/19/2013,CA,0,1
2521,1971,Master,Married,,"$35,178.00 ",1 kid(s),0,1/10/2013,SP,0,1
4301,1971,Master,Married,,"$35,178.00 ",1 kid(s),0,1/10/2013,AUS,0,1
7381,1968,Graduation,Divorced,,"$75,693.00 ",0 kid(s),0,12/6/2012,SP,0,1
2407,1982,Graduation,Married,,"$69,109.00 ",0 kid(s),0,11/9/2012,US,0,1
9064,1982,Graduation,Married,,"$69,109.00 ",0 kid(s),0,11/9/2012,SP,0,1
5067,1994,Graduation,Together,,"$80,134.00 ",0 kid(s),0,2/14/2014,SP,0,0
10281,1970,Graduation,Divorced,,"$64,713.00 ",1 kid(s),0,2/7/2014,AUS,0,1
11191,1986,Graduation,Divorced,,"$41,411.00 ",0 kid(s),0,12/7/2013,SP,0,0
1994,1983,Graduation,Married,,,1 kid(s),0,11/15/2013,US,0,0
2552,1955,PhD,Single,,"$55,521.00 ",1 kid(s),2,10/22/2013,SP,0,1
6720,1968,Master,Together,,"$43,795.00 ",0 kid(s),1,10/16/2013,SP,0,1
4557,1970,Graduation,Together,,"$22,070.00 ",1 kid(s),0,10/4/2013,SA,0,0
1183,1949,Master,Married,,"$36,408.00 ",1 kid(s),1,9/21/2013,GER,0,0
4186,1950,Graduation,Together,,"$34,026.00 ",1 kid(s),1,8/5/2013,CA,0,0
1419,1950,Graduation,Together,,"$34,026.00 ",1 kid(s),1,8/5/2013,SP,0,0
967,1976,Graduation,Married,,"$46,049.00 ",1 kid(s),1,7/21/2013,SP,0,1
1048,1972,Master,Married,,"$35,641.00 ",1 kid(s),0,7/14/2013,SA,0,1
9262,1984,Bachelor degree,Together,,"$32,414.00 ",0 kid(s),0,7/4/2013,SA,0,0
3427,1955,PhD,Married,,"$59,821.00 ",0 kid(s),1,4/12/2013,SA,0,0
5892,1980,Graduation,Married,,"$34,968.00 ",1 kid(s),0,4/10/2013,SA,0,0
8911,1967,PhD,Married,,"$56,320.00 ",0 kid(s),1,4/8/2013,SP,0,0
6606,1969,Master,Married,,"$70,091.00 ",1 kid(s),0,3/31/2013,SP,0,0
2677,1956,Graduation,Together,,"$46,097.00 ",0 kid(s),1,3/31/2013,SA,0,0
252,1963,PhD,Divorced,,"$41,003.00 ",0 kid(s),0,3/17/2013,SA,0,0
9860,1959,Graduation,Together,,"$44,911.00 ",0 kid(s),1,3/15/2013,SP,0,0
1388,1975,Graduation,Single,,"$33,249.00 ",1 kid(s),0,2/20/2013,AUS,0,0
979,1975,Graduation,Single,,"$33,249.00 ",1 kid(s),0,2/20/2013,SP,0,0
7494,1950,PhD,Divorced,,"$42,873.00 ",1 kid(s),1,1/21/2013,CA,0,0
10490,1969,PhD,Married,,"$51,039.00 ",1 kid(s),1,12/10/2012,AUS,0,0
3403,1958,PhD,Together,,"$78,952.00 ",0 kid(s),1,9/24/2012,SP,0,0
2715,1966,Master,Divorced,,"$29,435.00 ",1 kid(s),1,8/6/2012,CA,0,1
4828,1954,Graduation,Divorced,,"$79,865.00 ",0 kid(s),1,6/18/2014,SA,0,0
92,1988,Graduation,Alone,,"$34,176.00 ",1 kid(s),0,5/12/2014,CA,0,0
